period,age,value,measure,unit_type,source,details
2018,72,3732.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2018,84,3732.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2019,12,2245.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2019,24,3038.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2019,36,3390.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2019,48,3509.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2019,60,3578.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2019,72,3580.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2020,12,2120.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2020,24,2856.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2020,36,3142.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2020,48,3209.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2020,60,3265.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2021,12,2070.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2021,24,2689.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2021,36,3009.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2021,48,3088.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2022,12,2340.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2022,24,3043.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2022,36,3468.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2023,12,2367.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2023,24,3109.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
2024,12,2378.0,Exposure,Count,../raw-data/canonical-triangles.xlsx - Sheet: Exposure,Exposure data
